          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori loc_km_diff      ix      ix
        4362      35.115     136.799       9.409      35.114     136.799       0.071   12096   10718
        4363      35.192     136.760      10.021      35.192     136.761       0.065   12068   10662
        4364      35.122     136.970      65.561      35.122     136.970       0.054   12219   10713
        4365      35.109     136.949      65.848      35.109     136.949       0.027   12204   10722
        4366      35.080     136.951      20.328      35.079     136.951       0.100   12205   10743
        4367      34.835     137.390      21.503      34.836     137.389       0.084   12521   10919
        4368      34.994     137.052      21.304      34.994     137.053       0.088   12278   10805
        4369      34.981     137.010      39.766      34.981     137.010       0.049   12248   10814
        4370      34.926     136.924      22.513      34.925     136.924       0.082   12186   10854
        4371      34.910     136.933      38.504      34.910     136.932       0.075   12192   10865
        4372      34.910     136.933      38.504      34.910     136.932       0.075   12192   10865
        4373      34.934     136.827      17.910      34.935     136.827       0.108   12116   10848
        4374      35.122     136.941      16.362      35.122     136.941       0.052   12198   10713
        4375      35.062     136.803       8.316      35.062     136.803       0.047   12099   10756
        4376      35.069     136.901     119.401      35.068     136.901       0.088   12169   10751
        4377      34.908     136.824       1.166      34.903     136.824       0.516   12114   10867
        4378      34.880     136.942       6.317      34.880     136.943       0.060   12199   10887
        4379      34.805     137.024       6.397      34.805     137.024       0.031   12258   10941
        4380      34.798     137.190       3.645      34.793     137.188       0.564   12377   10946
        4381      34.712     136.967       1.226      34.701     136.974       1.345   12217   11008
        4382      34.634     137.103       8.407      34.640     137.105       0.677   12315   11064
        4383      34.735     137.330       2.453      34.732     137.331       0.393   12478   10991
        4384      35.327     137.947     263.987      35.327     137.946       0.049   12922   10565
        4385      35.437     137.034    4643.675      35.436     137.034       0.090   12265   10486
        4386      35.401     136.962    4830.880      35.401     136.963       0.113   12213   10512
        4387      35.362     136.762    4891.728      35.363     136.762       0.133   12069   10540
        4388      35.312     136.735    4896.770      35.312     136.738       0.237   12050   10576
        4389      35.237     136.673    2041.092      35.238     136.674       0.165   12005   10630
        4390      35.185     136.680    4909.416      35.184     136.681       0.188   12010   10667
        4391      35.108     136.712    4940.519      35.110     136.714       0.330   12033   10723
        4392      35.053     136.733    4968.685      35.053     136.728       0.427   12048   10762
        4393      35.851     137.698     306.566      35.851     137.698       0.035   12743   10188
        4394      35.481     136.569     608.958      35.481     136.569       0.035   11930   10454
        4395      35.360     136.658    1188.470      35.360     136.658       0.057   11994   10541
        4396      35.252     136.622    1591.265      35.252     136.622       0.045   11968   10619
        4397      35.213     136.622    1622.764      35.213     136.624       0.227   11968   10647
        4398      35.135     136.670    1769.693      35.135     136.670       0.047   12003   10703
