        ID       lat       lon        area    Type     ix1   iy1     ix2   iy2  elv_outlet   elv_gauge    elv_upst  dst_outlet    dst_upst
      6858    33.081   130.023        16.5       1     422   776     422   777       78.17       78.17       98.44        0.00        1.21
      6859    33.112   130.010        29.1       2     421   774     422   774       30.01       32.82       38.68        0.46        0.39
      6860    33.445   130.058        81.6       1     424   754     425   754        0.88        1.63        2.96        0.60        0.77
      6861    33.447   130.042         9.3       1     423   754     423   755        0.98        2.38        6.56        0.46        1.85
      6862    33.456   129.937         5.5       1     417   753     417   754        4.00        5.40        5.40        1.21        0.60
      6863    33.472   129.877        17.6       1     413   752     414   753        3.10        3.15       24.93        1.24        1.21
      6864    33.272   129.887        21.1       1     414   764     414   765        0.00        5.12        6.34        1.77        0.39
      6865    33.198   129.853        37.4       1     412   769     413   769       38.86       38.99       45.65        0.46        2.41
      6866    33.244   129.852        70.1       1     412   766     411   766        4.92        7.43       11.86        0.46        0.46
      6867    33.262   129.859        73.8       1     412   765     412   766        0.00        1.19        4.92        1.07        1.93
      6868    33.174   129.894         6.5       2     414   770     415   770       56.62       67.28       73.28        1.98        0.46
      6869    33.213   129.863         5.4       1     413   768     414   767       35.53       45.52       77.76        1.07        1.99
      6870    33.217   129.888         1.3       3     414   767    -999  -999       77.76      133.47     -999.00        1.59     -999.00
      6871    33.092   129.977        32.5       1     419   775     419   776       61.16       61.16       74.72        0.00        0.60
      6872    33.126   130.060       100.2       1     424   773     423   773        1.19        2.30        5.66        1.77        1.55
      6873    33.092   130.103        13.9       1     427   775     426   776        0.00        3.64       13.00        1.60        0.91
      6874    33.092   130.116        15.1       1     427   776     427   777        1.66        3.44       50.56        0.39       10.40
      6875    33.091   130.084        32.1       1     425   775     425   776        9.13       27.80       34.76        2.06        0.60
      6876    33.115   130.090        19.8       1     426   774     425   774        1.34        1.50        1.80        0.78        0.60
      6877    33.113   130.112        54.3       1     428   774     425   775        0.00        1.14        9.13        1.21        5.79
      6878    33.026   130.174        20.0       1     430   779     429   779        0.00        3.15       25.40        0.60        2.11
      6879    33.273   129.870         6.2       3     413   765    -999  -999        0.00        0.00     -999.00        0.60     -999.00
      6880    33.078   130.067        29.7       1     425   776     425   777       34.76       58.41       83.44        1.45        1.93
